Proband;IP;Video;Distancemeasure;total_distance;len_of_signal;mean_distance;median_distance;zero-overhead-counter;ref before query (rbq);query berfore ref (qbr);max rbq;max qbr;max distance;min distance;Oh < -510;-510 <= Oh < -505;-505 <= Oh < -500;-500 <= Oh < -495;-495 <= Oh < -490;-490 <= Oh < -485;-485 <= Oh < -480;-480 <= Oh < -475;-475 <= Oh < -470;-470 <= Oh < -465;-465 <= Oh < -460;-460 <= Oh < -455;-455 <= Oh < -450;-450 <= Oh < -445;-445 <= Oh < -440;-440 <= Oh < -435;-435 <= Oh < -430;-430 <= Oh < -425;-425 <= Oh < -420;-420 <= Oh < -415;-415 <= Oh < -410;-410 <= Oh < -405;-405 <= Oh < -400;-400 <= Oh < -395;-395 <= Oh < -390;-390 <= Oh < -385;-385 <= Oh < -380;-380 <= Oh < -375;-375 <= Oh < -370;-370 <= Oh < -365;-365 <= Oh < -360;-360 <= Oh < -355;-355 <= Oh < -350;-350 <= Oh < -345;-345 <= Oh < -340;-340 <= Oh < -335;-335 <= Oh < -330;-330 <= Oh < -325;-325 <= Oh < -320;-320 <= Oh < -315;-315 <= Oh < -310;-310 <= Oh < -305;-305 <= Oh < -300;-300 <= Oh < -295;-295 <= Oh < -290;-290 <= Oh < -285;-285 <= Oh < -280;-280 <= Oh < -275;-275 <= Oh < -270;-270 <= Oh < -265;-265 <= Oh < -260;-260 <= Oh < -255;-255 <= Oh < -250;-250 <= Oh < -245;-245 <= Oh < -240;-240 <= Oh < -235;-235 <= Oh < -230;-230 <= Oh < -225;-225 <= Oh < -220;-220 <= Oh < -215;-215 <= Oh < -210;-210 <= Oh < -205;-205 <= Oh < -200;-200 <= Oh < -195;-195 <= Oh < -190;-190 <= Oh < -185;-185 <= Oh < -180;-180 <= Oh < -175;-175 <= Oh < -170;-170 <= Oh < -165;-165 <= Oh < -160;-160 <= Oh < -155;-155 <= Oh < -150;-150 <= Oh < -145;-145 <= Oh < -140;-140 <= Oh < -135;-135 <= Oh < -130;-130 <= Oh < -125;-125 <= Oh < -120;-120 <= Oh < -115;-115 <= Oh < -110;-110 <= Oh < -105;-105 <= Oh < -100;-100 <= Oh < -95;-95 <= Oh < -90;-90 <= Oh < -85;-85 <= Oh < -80;-80 <= Oh < -75;-75 <= Oh < -70;-70 <= Oh < -65;-65 <= Oh < -60;-60 <= Oh < -55;-55 <= Oh < -50;-50 <= Oh < -45;-45 <= Oh < -40;-40 <= Oh < -35;-35 <= Oh < -30;-30 <= Oh < -25;-25 <= Oh < -20;-20 <= Oh < -15;-15 <= Oh < -10;-10 <= Oh < -5;-5 <= Oh < 0;0 <= Oh < 5;5 <= Oh < 10;10 <= Oh < 15;15 <= Oh < 20;20 <= Oh < 25;25 <= Oh < 30;30 <= Oh < 35;35 <= Oh < 40;40 <= Oh < 45;45 <= Oh < 50;50 <= Oh < 55;55 <= Oh < 60;60 <= Oh < 65;65 <= Oh < 70;70 <= Oh < 75;75 <= Oh < 80;80 <= Oh < 85;85 <= Oh < 90;90 <= Oh < 95;95 <= Oh < 100;100 <= Oh < 105;105 <= Oh < 110;110 <= Oh < 115;115 <= Oh < 120;120 <= Oh < 125;125 <= Oh < 130;130 <= Oh < 135;135 <= Oh < 140;140 <= Oh < 145;145 <= Oh < 150;150 <= Oh < 155;155 <= Oh < 160;160 <= Oh < 165;165 <= Oh < 170;170 <= Oh < 175;175 <= Oh < 180;180 <= Oh < 185;185 <= Oh < 190;190 <= Oh < 195;195 <= Oh < 200;200 <= Oh < 205;205 <= Oh < 210;210 <= Oh < 215;215 <= Oh < 220;220 <= Oh < 225;225 <= Oh < 230;230 <= Oh < 235;235 <= Oh < 240;240 <= Oh < 245;245 <= Oh < 250;250 <= Oh < 255;255 <= Oh < 260;260 <= Oh < 265;265 <= Oh < 270;270 <= Oh < 275;275 <= Oh < 280;280 <= Oh < 285;285 <= Oh < 290;290 <= Oh < 295;295 <= Oh < 300;300 <= Oh < 305;305 <= Oh < 310;310 <= Oh < 315;315 <= Oh < 320;320 <= Oh < 325;325 <= Oh < 330;330 <= Oh < 335;335 <= Oh < 340;340 <= Oh < 345;345 <= Oh < 350;350 <= Oh < 355;355 <= Oh < 360;360 <= Oh < 365;365 <= Oh < 370;370 <= Oh < 375;375 <= Oh < 380;380 <= Oh < 385;385 <= Oh < 390;390 <= Oh < 395;395 <= Oh < 400;400 <= Oh < 405;405 <= Oh < 410;410 <= Oh < 415;415 <= Oh < 420;420 <= Oh < 425;425 <= Oh < 430;430 <= Oh < 435;435 <= Oh < 440;440 <= Oh < 445;445 <= Oh < 450;450 <= Oh < 455;455 <= Oh < 460;460 <= Oh < 465;465 <= Oh < 470;470 <= Oh < 475;475 <= Oh < 480;480 <= Oh < 485;485 <= Oh < 490;490 <= Oh < 495;495 <= Oh < 500;500 <= Oh < 505;Oh > 510
pb1;1;Spot1;euklid;309552.95304326783;1948;158.90808677785822;101.84229227657653;170;1282;727;47;-27;468.92052160588827;7.675116541168319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;75;334;21;280;478;231;127;192;130;30;30;30;49;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot1;winkel;87404.7880439528;1948;44.86898770223449;12.79706488070665;74;1582;877;190;-29;175.89249466324216;0.014610123798229431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;196;369;109;184;187;126;98;184;40;37;30;30;30;30;119;41;30;29;20;20;20;116;10;10;10;10;10;10;10;49;20;20;28;30;20;26;10;10;15;88;43;10;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot1;winkellog;84097.2807661784;1948;43.171088689003284;7.313756187380178;77;1313;1007;89;-36;175.8920014638439;8.407403537397305e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;10;18;21;209;380;119;200;399;136;107;184;80;37;30;30;30;30;121;31;20;19;10;10;10;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot2;euklid;539787.6718117509;2260;238.84410257157117;124.0974563620194;208;1960;984;482;-130;560.344176547828;3.196522012150158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;10;10;10;10;10;10;10;10;10;38;20;20;23;36;70;112;31;30;30;192;61;40;42;127;240;40;147;50;21;20;20;20;20;62;20;20;20;20;20;20;20;41;18;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;316;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;63;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;120;20;40;10;10;10;10;10;10;10;10;10;10;10;50;0;0;0;0;0
pb1;1;Spot2;winkel;156768.38420560435;2260;69.36654168389573;17.424395785538184;211;1273;1872;305;-377;175.86990478663932;0.02935194698813042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;18;32;10;10;10;10;10;10;10;10;10;10;10;12;10;34;20;20;52;20;20;20;21;20;20;20;20;75;30;30;31;165;37;41;137;44;41;40;40;40;40;40;40;146;290;76;156;105;48;50;20;20;20;20;20;20;31;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;12;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100;10;10;10;10;10;10;10;10;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot2;winkellog;155674.50783389507;2260;68.88252559021906;17.251811361802865;211;1273;1873;305;-377;175.86362403742015;9.884293340535964e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;18;32;10;10;10;10;10;10;10;10;10;10;10;12;10;34;20;20;52;20;20;20;20;20;20;20;20;75;30;30;31;165;37;41;139;44;41;40;40;40;40;40;40;146;290;76;156;105;48;50;20;20;20;20;20;20;31;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;12;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100;10;10;10;10;10;10;10;10;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot3;euklid;471215.92935274006;3516;134.02045772262233;65.15625201547978;154;2025;2045;28;-174;513.5535034157117;1.280608154844191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;30;21;123;13;10;10;10;10;10;10;10;10;10;67;20;20;20;20;20;20;67;30;84;40;71;54;50;50;105;150;70;103;80;263;371;340;237;975;176;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot3;winkel;192190.50118472558;3516;54.66168975674789;9.75821674433772;156;2583;1800;245;-184;179.21482734164016;0.001276941724031641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;67;20;20;20;20;27;30;30;30;30;31;30;217;50;137;60;311;50;165;70;178;372;373;642;129;272;40;79;40;244;10;10;10;10;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;36;28;29;20;20;20;21;25;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot3;winkellog;172052.2656523291;3516;48.93409148245993;6.479029746932273;156;2634;2158;245;-565;179.21466248184842;7.4990228387645545e-06;167;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;12;10;48;10;10;10;10;10;10;10;10;10;10;10;10;10;67;20;20;20;20;27;30;30;30;30;31;30;104;40;79;50;50;50;165;70;178;245;270;682;348;209;50;114;40;219;44;20;20;21;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;36;28;29;20;20;20;21;25;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot4;euklid;517447.116036954;3308;156.4229492251977;96.01263465394631;84;2722;1551;300;-173;538.7379554644419;2.21941241476815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;38;10;12;10;10;10;10;10;402;30;110;20;49;20;20;30;20;20;20;20;20;85;20;20;20;20;75;20;20;20;20;20;64;112;249;77;261;266;62;58;50;52;85;135;40;40;42;145;30;30;30;30;30;30;30;32;57;20;22;134;10;22;21;20;20;25;42;10;10;10;10;105;10;10;12;10;10;10;10;10;10;10;10;10;10;10;133;10;10;27;10;10;10;10;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot4;winkel;197633.84976624907;3308;59.74421093296526;16.752200604996816;66;4789;639;1188;-169;178.6681371108025;0.01140541612382877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;97;20;21;20;20;20;20;20;20;20;20;20;20;20;62;30;114;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;25;20;20;20;20;20;20;20;61;20;20;20;20;20;20;20;62;30;30;30;30;30;30;30;30;30;30;94;30;30;30;30;30;87;30;30;30;30;30;30;30;30;30;69;45;40;44;116;54;47;40;45;88;38;106;22;20;20;20;20;97;20;20;20;20;20;20;20;103;20;20;20;20;88;10;10;10;10;10;10;10;1620
pb1;1;Spot4;winkellog;174639.3403554857;3308;52.79302912801865;15.602495943149469;66;4821;540;1053;-162;176.47525457502928;2.0441971873123416e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;27;20;20;20;20;20;20;20;20;20;20;20;62;30;88;30;128;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;25;20;20;20;20;20;20;20;61;20;20;20;20;20;20;20;62;30;30;30;30;30;30;30;30;30;30;94;30;30;30;30;30;68;30;30;30;30;30;30;30;30;30;69;45;40;44;135;54;47;40;45;88;38;106;22;20;20;20;20;98;20;20;20;20;20;20;20;104;20;20;20;20;88;10;10;10;10;10;10;10;1558
pb1;1;Spot5;euklid;830874.9278782515;3852;215.69961782924494;137.46909375398525;184;2376;2329;122;-252;513.808924494734;1.2050515500492949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;11;10;128;104;20;20;21;34;33;82;32;48;32;42;20;31;30;97;30;30;30;141;20;25;117;30;30;47;94;30;30;30;90;20;20;91;20;20;20;20;20;20;20;20;39;96;110;96;50;50;335;363;268;392;345;102;40;63;30;49;20;20;20;20;20;20;20;20;20;20;20;20;20;205;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot5;winkel;212195.69835098018;3852;55.08714910461583;19.125079257850746;284;3628;1858;369;-426;177.3043454332755;0.017008270936688982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;19;20;20;20;29;47;10;65;10;10;10;10;10;10;10;10;86;10;10;10;10;10;10;10;10;31;54;20;20;20;21;16;10;10;10;10;10;10;10;10;10;10;10;80;20;20;35;32;69;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;51;30;30;31;31;66;425;93;166;141;81;60;65;75;58;30;30;30;30;30;96;30;30;30;30;33;31;40;64;30;52;32;30;40;31;30;199;116;30;30;39;45;30;30;30;30;30;30;30;30;30;30;30;45;91;56;40;40;41;41;30;30;30;30;30;30;30;30;30;96;54;20;20;35;130;41;90;13;10;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot5;winkellog;229273.10621655744;3852;59.52053640097545;15.12042383710032;151;4625;1201;722;-422;178.10598884994982;0.0006502369211791103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;19;10;10;10;19;18;10;65;10;10;10;10;10;10;10;10;86;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;14;10;98;31;31;31;30;30;175;101;55;25;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;29;30;30;30;30;31;31;31;30;199;116;30;30;39;45;30;30;30;30;30;30;30;30;30;30;30;45;91;56;40;40;41;42;30;30;30;30;30;30;30;30;30;91;54;20;20;20;20;41;67;23;24;59;10;10;10;10;10;10;85;110;30;43;35;30;119;102;41;98;188;42;30;30;30;30;30;30;30;31;47;684
pb1;1;Spot6;euklid;558881.9753702602;2924;191.13610648777708;107.86941662681463;344;885;2756;60;-273;513.1294538382117;0.3211282152493114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;10;61;10;10;10;10;10;10;10;10;10;24;58;30;30;30;30;30;36;30;31;84;123;29;30;30;53;30;101;53;30;30;30;30;30;30;48;115;51;50;50;50;52;50;50;50;68;75;209;175;144;201;97;457;69;98;243;30;245;22;15;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot6;winkel;205458.26925133154;2924;70.26616595462775;27.73930076234913;241;1190;2710;294;-292;179.9342941608547;0.09531611052920984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10;21;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;116;20;20;20;229;79;97;58;50;136;50;89;98;52;453;60;60;107;63;90;54;40;82;266;26;20;20;54;10;10;10;10;10;10;10;10;10;10;10;10;10;10;82;20;20;20;20;20;20;20;20;20;20;20;36;117;32;20;20;20;82;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot6;winkellog;183206.6520415709;2924;62.65617374882726;23.368835383659977;26;1611;2585;294;-292;175.51533157298707;2.0261149830459703e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10;21;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;116;20;20;20;149;69;87;72;51;136;50;50;93;52;453;60;98;73;63;90;54;40;82;59;43;40;42;74;113;20;20;20;20;20;176;10;10;10;10;16;20;20;21;70;20;20;20;20;20;20;20;20;20;20;36;117;32;20;20;20;82;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot7;euklid;415554.000848609;2236;185.8470486800577;124.18891992044718;356;517;2081;94;-318;408.920797831982;4.35317948825699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;19;20;20;20;20;20;20;20;20;20;20;20;43;20;20;20;130;20;20;20;20;30;20;20;20;44;62;20;20;20;20;20;20;177;70;31;173;30;30;151;20;20;20;20;63;129;30;30;380;66;141;10;10;10;10;10;10;10;10;10;110;11;11;10;11;11;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot7;winkel;197386.12120722595;2236;88.27644061146063;47.061961834790424;311;1795;860;190;-267;179.20817858212743;0.0741072420486196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;10;10;10;10;43;12;10;10;10;10;10;10;18;37;20;20;20;20;23;10;10;10;10;10;10;10;13;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;53;119;20;20;327;27;55;84;30;30;230;30;51;83;49;31;580;21;37;30;30;30;32;20;20;20;20;20;20;20;20;20;20;37;10;10;10;10;10;10;10;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot7;winkellog;171921.51550650568;2236;76.88797652348197;11.967823627598225;312;989;1910;190;-349;178.67880364770534;8.251005545822136e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;10;10;146;10;10;10;10;10;63;20;20;20;20;20;20;31;20;20;20;20;21;22;20;20;20;20;20;20;146;20;20;37;20;20;20;20;20;20;20;20;20;20;20;23;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;36;20;20;91;119;20;65;328;27;55;56;20;20;177;20;41;73;39;21;20;21;43;31;31;30;33;33;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb1;1;Spot8;euklid;512741.3188265638;2868;178.78009721986186;77.55026909052;155;1966;2185;604;-667;523.5998306557423;2.6988126841585105;896;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;12;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;130;23;124;30;171;20;42;10;10;10;10;27;10;13;32;14;13;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;23;20;20;21;20;20;20;20;20;20;93;10;10;14;26;10;116;102;20;20;20;21;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;65;10;10;45;10;28;20;20;10;10;10;10;10;10;10;10;66;10;10;229
pb1;1;Spot8;winkel;176580.53009841498;2868;61.569222488987094;17.769545301023747;153;1978;2436;610;-952;177.77877398663608;0.014790049352674705;1157;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;13;10;10;10;10;10;10;10;103;20;20;20;20;23;23;86;31;169;20;26;10;10;10;10;10;10;10;10;10;10;10;10;10;12;10;10;10;10;10;10;10;10;13;10;10;10;77;173;10;10;10;10;10;10;13;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;85;20;21;20;20;20;20;20;20;20;156;33;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;74;54;20;23;232
